label	direct_eigen
Decipher-gain.lex-smallest.intron!stringent.both	0.79028412072602
Decipher-gain.lex-smallest.intron!stringent.gain	0.9999999996343721
Decipher-gain.lex-smallest.intron!stringent.loss	0.7529659130923672
Decipher-gain.lex-smallest.trans!inclusive.both	0.7540002056916463
Decipher-gain.lex-smallest.trans!inclusive.gain	0.9999999999552508
Decipher-gain.lex-smallest.trans!inclusive.loss	0.6796793079163209
Decipher-gain.lex-smallest.trans!stringent.both	0.5285841028980698
Decipher-gain.lex-smallest.trans!stringent.gain	0.9999999999740777
Decipher-gain.lex-smallest.trans!stringent.loss	0.48381492735405585
Decipher-loss.all.cds!inclusive.both	0.7128690779760087
Decipher-loss.all.cds!inclusive.gain	0.3548583352688926
Decipher-loss.all.cds!inclusive.loss	0.7140750655163173
Decipher-loss.all.cds!stringent.both	0.8613971313617558
Decipher-loss.all.cds!stringent.gain	0.5145319243683472
Decipher-loss.all.cds!stringent.loss	0.7911936794799524
Decipher-loss.all.exon!inclusive.both	0.5094387609613517
Decipher-loss.all.exon!inclusive.gain	0.10930156767216982
Decipher-loss.all.exon!inclusive.loss	0.9849085385560253
Decipher-loss.all.exon!stringent.both	0.8870108904498357
Decipher-loss.all.exon!stringent.gain	0.6326088392819279
Decipher-loss.all.exon!stringent.loss	0.9729520313230376
Decipher-loss.all.intron!inclusive.both	0.18964803998283467
Decipher-loss.all.intron!inclusive.gain	0.09635942942881369
Decipher-loss.all.intron!inclusive.loss	0.638374420737127
Decipher-loss.all.intron!stringent.both	0.744633549140936
Decipher-loss.all.intron!stringent.gain	0.6044121002771762
Decipher-loss.all.intron!stringent.loss	0.8105561676760248
Decipher-loss.all.trans!inclusive.both	0.8155238225068124
Decipher-loss.all.trans!inclusive.gain	0.12811457007427743
Decipher-loss.all.trans!inclusive.loss	0.8136031811285236
Decipher-loss.all.trans!stringent.both	0.7695397037004859
Decipher-loss.all.trans!stringent.gain	0.6231912301056881
Decipher-loss.all.trans!stringent.loss	0.6738645881270441
Decipher-loss.lex-smallest.cds!inclusive.both	0.7813641396864365
Decipher-loss.lex-smallest.cds!inclusive.gain	0.4563073056308671
Decipher-loss.lex-smallest.cds!inclusive.loss	0.7949478370097126
Decipher-loss.lex-smallest.cds!stringent.both	0.8857693131630685
Decipher-loss.lex-smallest.cds!stringent.gain	0.45634616012319557
Decipher-loss.lex-smallest.cds!stringent.loss	0.8294292912866775
Decipher-loss.lex-smallest.exon!inclusive.both	0.49081762696373127
Decipher-loss.lex-smallest.exon!inclusive.gain	0.12225867419177026
Decipher-loss.lex-smallest.exon!inclusive.loss	0.9770885843961712
Decipher-loss.lex-smallest.exon!stringent.both	0.8795154905966697
Decipher-loss.lex-smallest.exon!stringent.gain	0.6111373514569965
Decipher-loss.lex-smallest.exon!stringent.loss	0.9708977868764825
Decipher-loss.lex-smallest.intron!inclusive.both	0.22819188396778023
Decipher-loss.lex-smallest.intron!inclusive.gain	0.12246332270148001
Decipher-loss.lex-smallest.intron!inclusive.loss	0.6284190746857431
Decipher-loss.lex-smallest.intron!stringent.both	0.7500168310331604
Decipher-loss.lex-smallest.intron!stringent.gain	0.5632712312530745
Decipher-loss.lex-smallest.intron!stringent.loss	0.8356513236528491
Decipher-loss.lex-smallest.trans!inclusive.both	0.8944385700491241
Decipher-loss.lex-smallest.trans!inclusive.gain	0.3669287906857604
Decipher-loss.lex-smallest.trans!inclusive.loss	0.9014768498581666
Decipher-loss.lex-smallest.trans!stringent.both	0.9410750497268805
Decipher-loss.lex-smallest.trans!stringent.gain	0.5108751705399962
Decipher-loss.lex-smallest.trans!stringent.loss	0.9053035755673515
Essential.all.cds!inclusive.both	0.999999996959282
Essential.all.cds!inclusive.gain	0.9847451376186351
Essential.all.cds!inclusive.loss	1.0000000005460812
Essential.all.cds!stringent.both	1.0000000023447844
Essential.all.cds!stringent.gain	0.9999999965340944
Essential.all.cds!stringent.loss	0.9999999995081627
Essential.all.exon!inclusive.both	1.0000000177510464
Essential.all.exon!inclusive.gain	0.99223923377559
Essential.all.exon!inclusive.loss	1.0000000073200686
Essential.all.exon!stringent.both	1.0000000349218998
Essential.all.exon!stringent.gain	0.9999999366707554
Essential.all.exon!stringent.loss	0.9999999950977057
Essential.all.intron!inclusive.both	1.0000000152476092
Essential.all.intron!inclusive.gain	0.9985986345833612
Essential.all.intron!inclusive.loss	1.0000000064838772
Essential.all.intron!stringent.both	1.0000000295182632
Essential.all.intron!stringent.gain	0.9999997334374346
Essential.all.intron!stringent.loss	0.9999999958146788
Essential.all.trans!inclusive.both	1.0000000009633832
Essential.all.trans!inclusive.gain	0.9965462254074389
